Cycle start time,Cycle end time,Cycle timezone,Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Nap
6/16/21 2:14,6/17/21 1:40,UTC+09:00,6/16/21 2:14,6/16/21 9:36,76,15.8,414,441,207,57,150,27,543,55,94,FALSE
6/15/21 0:35,6/16/21 2:14,UTC+09:00,6/15/21 0:35,6/15/21 8:40,82,16.1,443,485,191,64,188,42,541,39,91,FALSE
6/14/21 0:51,6/15/21 0:35,UTC+09:00,6/14/21 0:51,6/14/21 8:20,87,17.3,411,449,230,67,114,38,473,104,91,FALSE
6/13/21 1:15,6/14/21 0:51,UTC+09:00,6/13/21 16:10,6/13/21 18:16,19,17.7,111,126,81,0,30,15,584,104,92,TRUE
6/13/21 1:15,6/14/21 0:51,UTC+09:00,6/13/21 1:15,6/13/21 6:45,56,16.5,315,330,131,73,111,15,564,58,96,FALSE
6/12/21 3:13,6/13/21 1:15,UTC+09:00,6/12/21 3:13,6/12/21 9:41,81,16.7,361,387,144,77,140,26,448,27,93,FALSE
6/11/21 0:30,6/12/21 3:13,UTC+09:00,6/11/21 12:35,6/11/21 13:37,11,17.5,57,61,45,8,4,4,503,27,93,TRUE
6/11/21 0:30,6/12/21 3:13,UTC+09:00,6/11/21 0:30,6/11/21 9:47,91,15.5,520,557,170,109,241,37,570,83,93,FALSE
6/10/21 1:00,6/11/21 0:30,UTC+09:00,6/10/21 1:00,6/10/21 8:03,65,15.8,392,423,195,82,115,31,603,88,93,FALSE
6/9/21 0:37,6/10/21 1:00,UTC+09:00,6/9/21 0:37,6/9/21 7:16,63,16.3,346,398,98,86,162,52,551,58,87,FALSE
6/8/21 0:32,6/9/21 0:37,UTC+09:00,6/8/21 0:32,6/8/21 7:59,81,15.7,430,446,195,84,151,16,532,42,96,FALSE
6/7/21 1:20,6/8/21 0:32,UTC+09:00,6/7/21 1:20,6/7/21 9:31,86,15.9,464,491,186,93,185,27,540,130,94,FALSE
6/6/21 7:11,6/7/21 1:20,UTC+09:00,6/6/21 15:54,6/6/21 17:05,11,17.7,69,70,58,11,0,1,606,130,97,TRUE
6/6/21 7:11,6/7/21 1:20,UTC+09:00,6/6/21 7:11,6/6/21 11:31,45,17.4,247,260,118,52,77,13,548,55,94,FALSE
6/5/21 1:31,6/6/21 7:11,UTC+09:00,6/5/21 1:31,6/5/21 9:36,82,15.7,450,485,179,93,178,35,548,49,92,FALSE
6/4/21 2:02,6/5/21 1:31,UTC+09:00,6/4/21 2:02,6/4/21 10:12,79,15,403,489,110,98,195,86,511,27,82,FALSE
6/3/21 0:50,6/4/21 2:02,UTC+09:00,6/3/21 0:50,6/3/21 10:01,91,15.3,496,550,186,96,214,54,545,52,90,FALSE
6/2/21 2:04,6/3/21 0:50,UTC+09:00,6/2/21 2:04,6/2/21 9:38,78,15.5,414,454,194,68,152,40,531,48,91,FALSE
6/1/21 2:15,6/2/21 2:04,UTC+09:00,6/1/21 2:15,6/1/21 11:23,84,16.5,410,547,191,63,156,137,489,9,75,FALSE
5/30/21 20:29,6/1/21 2:15,UTC+09:00,5/30/21 20:29,5/31/21 7:44,97,16.5,535,675,224,94,217,140,554,70,79,FALSE
5/30/21 1:03,5/30/21 20:29,UTC+09:00,5/30/21 1:03,5/30/21 6:30,77,15.8,251,327,78,65,108,76,326,54,77,FALSE
5/28/21 21:19,5/30/21 1:03,UTC+09:00,5/29/21 13:39,5/29/21 17:26,40,17.2,215,226,119,36,60,11,536,54,95,TRUE
5/28/21 21:19,5/30/21 1:03,UTC+09:00,5/28/21 21:19,5/29/21 4:56,77,16.4,406,457,171,96,139,51,527,39,88,FALSE
5/28/21 0:21,5/28/21 21:19,UTC+09:00,5/28/21 0:21,5/28/21 5:58,87,16.9,313,333,148,62,103,20,360,88,94,FALSE
5/27/21 1:45,5/28/21 0:21,UTC+09:00,5/27/21 16:22,5/27/21 20:09,38,15.5,216,224,120,45,51,8,571,88,97,TRUE
5/27/21 1:45,5/28/21 0:21,UTC+09:00,5/27/21 1:45,5/27/21 6:50,63,16.7,285,302,133,55,97,17,454,85,94,FALSE
5/26/21 0:34,5/27/21 1:45,UTC+09:00,5/26/21 20:21,5/26/21 22:36,21,17.5,120,134,72,13,35,14,574,85,91,TRUE
5/26/21 0:34,5/27/21 1:45,UTC+09:00,5/26/21 0:34,5/26/21 7:40,64,15.9,403,426,183,74,146,23,628,152,94,FALSE
5/23/21 14:25,5/23/21 23:08,UTC+09:00,5/23/21 14:25,5/23/21 17:29,36,17.7,174,183,105,30,39,9,483,0,97,FALSE
5/21/21 23:27,5/23/21 0:25,UTC-05:00,5/21/21 23:27,5/22/21 10:07,100,16.4,582,641,270,108,204,59,526,33,92,FALSE
5/20/21 23:08,5/21/21 23:27,UTC-05:00,5/20/21 23:08,5/21/21 7:59,89,16,483,525,197,104,182,42,544,38,91,FALSE
5/20/21 0:11,5/20/21 23:08,UTC-05:00,5/20/21 0:11,5/20/21 8:17,84,16.2,442,470,136,103,203,28,527,24,94,FALSE
5/18/21 23:28,5/20/21 0:11,UTC-05:00,5/18/21 23:28,5/19/21 8:13,92,17.3,481,524,222,91,168,43,520,27,91,FALSE
5/18/21 0:28,5/18/21 23:28,UTC-05:00,5/18/21 0:28,5/18/21 9:15,91,17,475,524,242,78,155,49,524,18,90,FALSE
5/17/21 1:43,5/18/21 0:28,UTC-05:00,5/17/21 1:43,5/17/21 10:19,94,16.8,468,507,250,76,142,39,498,0,92,FALSE
5/15/21 21:24,5/17/21 1:43,UTC-05:00,5/15/21 21:24,5/16/21 10:11,100,16.3,645,768,381,93,171,123,530,48,84,FALSE
5/14/21 22:15,5/15/21 21:24,UTC-05:00,5/14/21 22:15,5/15/21 8:37,84,15.1,576,620,301,85,190,44,681,171,93,FALSE
5/14/21 1:18,5/14/21 22:15,UTC-05:00,5/14/21 1:18,5/14/21 3:54,28,18.5,145,155,97,27,21,10,516,0,93,FALSE
5/13/21 0:29,5/14/21 1:18,UTC-05:00,5/13/21 0:29,5/13/21 10:22,100,16.3,551,589,270,98,183,38,536,33,93,FALSE
5/12/21 1:24,5/13/21 0:29,UTC-05:00,5/12/21 1:24,5/12/21 9:36,89,16.5,450,492,185,78,187,42,504,0,92,FALSE
5/10/21 22:54,5/12/21 1:24,UTC-05:00,5/10/21 22:54,5/11/21 10:49,100,16,630,716,290,103,237,86,473,142,88,FALSE
5/10/21 3:05,5/10/21 22:54,UTC-05:00,5/10/21 14:11,5/10/21 16:53,25,18.6,158,162,101,20,37,4,631,142,97,TRUE
5/10/21 3:05,5/10/21 22:54,UTC-05:00,5/10/21 3:05,5/10/21 6:59,40,17.5,211,218,92,52,67,7,533,45,96,FALSE
5/9/21 0:09,5/10/21 3:05,UTC-05:00,5/9/21 0:09,5/9/21 8:50,81,17.6,479,518,196,72,211,39,592,102,92,FALSE
5/8/21 2:53,5/9/21 0:09,UTC-05:00,5/8/21 2:53,5/8/21 8:15,57,17.6,283,295,149,46,88,12,496,0,95,FALSE
5/6/21 22:51,5/8/21 2:53,UTC-05:00,5/6/21 22:51,5/7/21 8:56,100,16.5,534,604,194,92,248,70,523,47,88,FALSE
5/2/21 1:10,5/3/21 1:00,UTC-05:00,5/2/21 1:10,5/2/21 8:47,80,17.3,423,454,218,76,129,31,527,14,93,FALSE
5/1/21 1:00,5/2/21 1:10,UTC-05:00,5/1/21 1:00,5/1/21 9:22,94,17,461,498,239,82,140,37,492,0,92,FALSE
4/29/21 23:38,5/1/21 1:00,UTC-05:00,4/29/21 23:38,4/30/21 10:54,100,16.8,579,676,269,95,215,97,497,0,85,FALSE
4/28/21 23:06,4/29/21 23:38,UTC-05:00,4/28/21 23:06,4/29/21 9:56,100,16.8,567,647,225,117,225,80,505,0,87,FALSE
4/27/21 23:28,4/28/21 23:06,UTC-05:00,4/27/21 23:28,4/28/21 10:26,100,16.8,540,655,241,115,184,115,503,12,82,FALSE
4/27/21 1:11,4/27/21 23:28,UTC-05:00,4/27/21 1:11,4/27/21 10:16,96,16.7,470,545,184,81,205,75,490,0,86,FALSE
4/25/21 23:06,4/27/21 1:11,UTC-05:00,4/25/21 23:06,4/26/21 9:28,100,17,572,621,200,106,266,49,517,35,92,FALSE
4/25/21 0:14,4/25/21 23:06,UTC-05:00,4/25/21 0:14,4/25/21 9:09,85,17,481,515,285,44,152,34,566,66,93,FALSE
4/24/21 1:44,4/25/21 0:14,UTC-05:00,4/24/21 1:44,4/24/21 8:33,72,17.6,364,407,150,85,129,43,503,0,90,FALSE
4/23/21 0:18,4/24/21 1:44,UTC-05:00,4/23/21 0:18,4/23/21 8:29,100,17.8,438,491,214,79,145,53,434,9,89,FALSE
4/22/21 0:27,4/23/21 0:18,UTC-05:00,4/22/21 13:23,4/22/21 14:40,15,19.9,72,74,60,12,0,2,487,9,96,TRUE
4/22/21 0:27,4/23/21 0:18,UTC-05:00,4/22/21 0:27,4/22/21 10:02,97,17.5,527,571,228,79,220,44,544,28,92,FALSE
4/21/21 0:25,4/22/21 0:27,UTC-05:00,4/21/21 0:25,4/21/21 7:59,88,17.5,392,454,141,92,159,62,443,0,86,FALSE
4/19/21 23:42,4/21/21 0:25,UTC-05:00,4/20/21 13:37,4/20/21 14:44,9,17.9,41,59,41,0,0,18,478,0,73,TRUE
4/19/21 23:42,4/21/21 0:25,UTC-05:00,4/19/21 23:42,4/20/21 11:18,100,17.3,550,696,275,94,181,146,524,30,79,FALSE
4/18/21 23:32,4/19/21 23:42,UTC-05:00,4/18/21 23:32,4/19/21 8:24,87,16.7,444,531,216,82,146,87,512,21,83,FALSE
4/18/21 1:03,4/18/21 23:32,UTC-05:00,4/18/21 1:03,4/18/21 9:38,91,15.8,459,512,185,80,194,53,501,21,90,FALSE
4/17/21 0:14,4/18/21 1:03,UTC-05:00,4/17/21 0:14,4/17/21 9:00,91,16.8,469,508,167,98,204,39,516,0,92,FALSE
